,class,length,Diam,height,whole,shu,Vis,shell,rings
1549,0,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
1550,0,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
1551,0,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15
1552,0,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13
1553,1,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
1554,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
1555,0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14
1556,1,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15
1557,0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
1558,1,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15
1559,1,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20
1560,0,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14
1561,0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
1562,1,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
1563,1,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10
1564,1,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,9
1565,0,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
1566,0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9
1567,0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
1568,0,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10
1569,1,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
1570,0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9
1571,1,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12
1572,0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
1573,0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13
1574,1,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
1575,0,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10
1576,0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
1577,1,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
1578,0,0.58,0.455,0.12,0.94,0.399,0.257,0.265,11
1579,1,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11
1580,0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
1581,0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
1582,0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
1583,1,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
1584,1,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13
1585,0,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13
1586,1,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
1587,1,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
1588,0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
1589,1,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
1590,1,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
1591,1,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
1592,0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
1593,0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
1594,1,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
1595,1,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
1596,0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
1597,0,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
1598,1,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
1599,1,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13
1600,0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
1601,1,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15
1602,0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
1603,1,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13
1604,0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
1605,1,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
1606,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
1607,1,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
1608,1,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
1609,1,0.64,0.52,0.2,1.407,0.566,0.304,0.455,17
1610,0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
1611,1,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
1612,0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
1613,0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
1614,1,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11
1615,1,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
1616,0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
1617,0,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12
1618,1,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
1619,1,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
1620,0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
1621,1,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
1622,1,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
1623,1,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
1624,1,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17
1625,0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
1626,0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
1627,0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
1628,1,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12
1629,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
1630,1,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
1631,0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
1632,0,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12
1633,1,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
1634,1,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15
1635,0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
1636,1,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
1637,0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
1638,0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
1639,1,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
1640,0,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
1641,0,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10
1642,1,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5
1643,1,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5
1644,0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
1645,0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
1646,0,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12
1647,0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
1648,1,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
1649,0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
1650,1,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10
1651,1,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
1652,0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
1653,0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
1654,1,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
1655,0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10
1656,0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
1657,0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10
1658,1,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
1659,0,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12
1660,1,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10
1661,1,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
1662,1,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
1663,0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18
1664,0,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
1665,1,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
1666,0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
1667,0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
1668,1,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6
1669,1,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
1670,0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10
1671,1,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
1672,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
1673,0,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
1674,0,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
1675,0,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14
1676,1,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
1677,0,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16
1678,0,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9
1679,1,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
1680,1,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10
1681,1,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9
1682,0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
1683,1,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
1684,1,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
1685,0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
1686,0,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7
1687,0,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9
1688,0,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10
1689,1,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10
1690,1,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9
1691,0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
1692,1,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
1693,0,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
1694,1,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8
1695,1,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
1696,0,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11
1697,1,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11
1698,1,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
1699,1,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
1700,0,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8
1701,1,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
1702,1,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
1703,1,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20
1704,1,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
1705,0,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14
1706,1,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
1707,0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
1708,1,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
1709,1,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
1710,0,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
1711,0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
1712,0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
1713,1,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
1714,1,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
1715,0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14
1716,1,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
1717,0,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
1718,0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
1719,1,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14
1720,1,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15
1721,1,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
1722,0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
1723,0,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
1724,1,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
1725,1,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
1726,0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
1727,1,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
1728,1,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
1729,1,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19
1730,0,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12
1731,0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
1732,1,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
1733,0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
1734,0,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8
1735,1,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
1736,1,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8
1737,1,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
1738,1,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
1739,1,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
1740,0,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9
1741,1,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11
1742,1,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
1743,1,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
1744,1,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10
1745,0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9
1746,0,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8
1747,0,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9
1748,1,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10
1749,0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10
1750,1,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
1751,1,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12
1752,0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
1753,0,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
1754,1,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
1755,0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
1756,0,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
1757,0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9
1758,0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
1759,0,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10
1760,0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
1761,0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
1762,0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6
1763,1,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
1764,1,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
1765,1,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7
1766,1,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9
1767,1,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7
1768,1,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8
1769,0,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6
1770,1,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6
1771,0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8
1772,1,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
1773,0,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
1774,0,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7
1775,0,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
1776,0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
1777,1,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7
1778,0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8
1779,0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8
1780,1,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
1781,0,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9
1782,0,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9
1783,0,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11
1784,0,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8
1785,0,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8
1786,1,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
1787,1,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
1788,0,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
1789,0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10
1790,1,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
1791,0,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9
1792,0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
1793,0,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
1794,1,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10
1795,0,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9
1796,0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8
1797,0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
1798,0,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
1799,1,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
1800,0,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11
1801,0,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
1802,1,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
1803,1,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
1804,0,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
1805,1,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
1806,0,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
1807,1,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8
1808,0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
1809,1,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12
1810,0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
1811,0,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
1812,1,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12
1813,1,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10
1814,1,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8
1815,1,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
1816,1,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
1817,0,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9
1818,1,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7
1819,1,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7
1820,0,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
1821,0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
1822,1,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
1823,0,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
1824,1,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9
1825,0,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9
1826,0,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8
1827,1,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8
1828,0,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
1829,0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
1830,1,0.59,0.47,0.15,0.861,0.413,0.164,0.249,8
1831,1,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9
1832,0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8
1833,0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8
1834,1,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9
1835,1,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9
1836,1,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10
1837,0,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
1838,0,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9
1839,1,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7
1840,0,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
1841,1,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10
1842,1,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9
1843,1,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
1844,1,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11
1845,0,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9
1846,1,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
1847,1,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11
1848,1,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
1849,1,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8
1850,1,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9
1851,1,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9
1852,0,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
1853,1,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9
1854,1,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9
1855,0,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
1856,1,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9
1857,0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
1858,1,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10
1859,0,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
1860,1,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11
1861,1,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13
1862,0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13
1863,1,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11
1864,1,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
1865,1,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10
1866,1,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
1867,0,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
1868,1,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9
1869,1,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
1870,0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12
1871,1,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
1872,1,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
1873,1,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11
1874,0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9
1875,1,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7
1876,0,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10
1877,1,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10
1878,0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
1879,0,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8
1880,0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
1881,0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
1882,1,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10
1883,0,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11
1884,0,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9
1885,1,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10
1886,0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8
1887,1,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9
1888,1,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
1889,1,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10
1890,1,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8
1891,1,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,11
1892,1,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9
1893,1,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9
1894,1,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
1895,0,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
1896,0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
1897,0,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9
1898,0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
1899,1,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,10
1900,1,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,10
1901,1,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12
1902,0,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10
1903,1,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12
1904,1,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10
1905,1,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
1906,1,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10
1907,1,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10
1908,0,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
1909,1,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,10
1910,1,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9
1911,1,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12
1912,0,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
1913,0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11
1914,0,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9
1915,1,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13
1916,0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
1917,1,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
1918,1,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10
1919,1,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9
1920,1,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9
1921,1,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9
1922,0,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9
1923,1,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
1924,0,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
1925,0,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9
1926,0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
1927,1,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8
1928,1,0.58,0.445,0.16,0.984,0.49,0.201,0.27,9
1929,0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
